index,study,age,gender,education,language,birth_place,location,group,task,id,t1_exclude,t1_dscore,t2_exclude,t2_dscore,Q1_A1,Q1_A2 *,Q1_A3 *,Q1_A4,Q1_A5 *,Q1_A6,Q1_A7,Q1_A8 *,Q1_A9,Q1_A10 *,t1_ques,Q2_A1,Q2_A2 *,Q2_A3 *,Q2_A4,Q2_A5 *,Q2_A6,Q2_A7,Q2_A8 *,Q2_A9,Q2_A10 *,t2_ques_computed,t2_ques,t1_ques_norm,t2_ques_norm,1st check indicator,2nd check,2nd check indicator,exclude,exclude_t1,dscore_paired_even_t1,dscore_paired_odd_t1,exclude_t2,dscore_paired_even_t2,dscore_paired_odd_t2,t1_com_d_norm,t2_com_d_norm
135,S2,44,Male,Master's degree,English,Nigeria ,United Kingdom ,0,qIAT,R_1qf7ZiQLAL8p3Xi,False,0.000875509,False,0.155730548,3,4,3,3,3,3,2,4,3,3,27,2,4,4,2,4,2,2,4,2,4,20,20,-0.099028885,-0.889803656,,,,0,False,-0.035679953,0.034635658,False,0.237257253,0.07947327,-0.087869582,0.087395297
136,S2,38,Female,Some college (no degree),English,United Kingdom ,United Kingdom ,0,IAT,R_1QGfdi1HdZGwjTf,False,-0.673829414,False,-0.936520564,4,1,1,5,2,5,5,4,2,1,42,4,1,1,5,2,4,4,4,2,2,39,39,1.595488482,1.256585009,,,,0,False,-0.627860562,-0.689587472,False,-0.661186384,-1.187431912,-0.380510099,-0.815422368
137,S2,28,Female,Some college (no degree),English,United Kingdom ,United Kingdom ,1,qIAT,R_1qgI3eQgQWIhYFb,False,0.24047968,False,-0.195969995,2,4,3,2,4,2,1,4,1,5,18,1,5,5,1,5,1,1,5,1,5,10,10,-1.115739305,-2.019481901,,introverted,,0,False,0.378034624,0.076431351,False,-0.161838917,-0.222433735,0.183314334,-0.310659253
138,S2,39,Male,Master's degree,English,United Kingdom ,United Kingdom ,0,IAT,R_1QgxQ4JB0g8zsWG,False,-0.15714353,False,0.091262731,3,4,4,2,4,3,2,5,3,4,22,2,4,4,2,4,2,2,5,3,4,20,20,-0.663868007,-0.889803656,,,,0,False,0.221635791,-0.604618527,False,0.201567237,-0.175823647,0.474916623,0.886178785
139,S2,23,Female,Master's degree,English,United Kingdom ,United Kingdom ,2,qIAT,R_1QslZzQWmLxNWUn,False,-0.043367565,False,1.096555958,2,3,2,4,4,2,2,4,3,4,26,5,1,1,5,1,5,5,1,5,1,50,50,-0.211996709,2.499231078,,extraverted,,0,False,-0.183971458,0.160876153,False,1.046114429,1.191386503,-0.137943878,1.152221161
140,S2,55,Female,Some college (no degree),English,United Kingdom ,United Kingdom ,1,qIAT,R_1qVgbi9bdUCJKuc,False,-0.306474277,False,-0.764152039,1,3,3,3,4,3,3,5,1,4,22,1,5,5,1,5,5,1,5,1,5,14,14,-0.663868007,-1.567610603,,Introvert,,0,False,-0.548573863,-0.093708022,False,-0.524943231,-1.101382247,-0.43572796,-0.953727488
141,S2,57,Female,Professional degree,English,United Kingdom ,United Kingdom ,1,IAT,R_1r2J6Jp8NLUVqcC,False,0.295877472,False,-0.177902417,4,1,1,4,1,4,4,1,5,3,44,1,5,5,1,5,1,1,5,1,5,10,10,1.821424131,-2.019481901,,introvert,,0,False,0.443325842,0.172277818,False,-0.035745429,-0.29251037,1.224939573,0.440548146
142,S2,43,Male,High school graduate,English,United Kingdom ,United Kingdom ,0,qIAT,R_1r6pPVjhbOsjc2t,False,0.458944526,False,0.583378864,3,4,2,4,2,4,4,3,3,2,35,3,4,3,4,2,4,4,2,3,2,35,35,0.804713711,0.804713711,,,,0,False,0.542624987,0.355961211,False,0.500364926,0.654571639,0.430572769,0.571407508
143,S2,27,Male,Some college (no degree),English,United Kingdom ,United Kingdom ,1,qIAT,R_1rAHKGaI1GP9Njm,False,0.713172666,False,1.108796908,1,4,2,3,4,2,2,3,2,2,25,4,4,3,2,4,2,3,3,3,4,26,26,-0.324964534,-0.211996709,,introverted,,0,False,0.517566098,0.921846802,False,1.041825803,1.173899215,0.718308086,1.166075463
144,S2,64,Female,High school graduate,English,United Kingdom ,United Kingdom ,0,IAT,R_1roFfSSuvw7u9iN,False,0.546475531,False,0.200472229,2,2,2,4,3,4,3,2,4,2,36,2,2,2,4,3,4,3,2,4,2,36,36,0.917681535,0.917681535,,,,0,False,0.639056299,0.442042969,False,0.016816493,0.401454133,1.639830482,1.066986361
145,S2,27,Male,Master's degree,English,United Kingdom ,United Kingdom ,0,IAT,R_1rP0CrKEYnmreMe,False,-0.315143964,False,-0.403956684,2,4,2,2,4,2,3,3,3,4,25,2,4,3,2,4,3,3,2,3,4,26,26,-0.324964534,-0.211996709,,,,0,False,-0.018279332,-0.291101297,False,-0.642200201,-0.090226257,0.213330623,0.066292014
146,S2,30,Female,Doctorate degree,English,United Kingdom ,United Kingdom ,1,IAT,R_1rwCmi7lz5yFnHm,False,-0.325751432,False,-1.303460033,2,3,2,3,4,4,3,4,2,4,27,1,5,5,1,5,1,1,5,1,5,10,10,-0.099028885,-2.019481901,,introverted,,0,False,-0.599367169,-0.295761157,False,-1.068312092,-1.481138421,0.195768867,-1.422928468
147,S2,53,Female,High school graduate,English,United Kingdom ,United Kingdom ,0,IAT,R_1yJm4sJPOuIQTCh,False,-1.20705448,False,-0.053881129,3,1,1,4,2,4,3,3,2,2,37,3,1,1,4,2,4,3,2,3,2,39,39,1.03064936,1.256585009,,,,0,False,-0.834830184,-0.98637677,False,0.100253325,-0.153572773,-1.263319142,0.645878168
148,S2,30,Male,Some college (no degree),English,United Kingdom ,United Kingdom ,2,qIAT,R_20MPVvPGpUbKQgI,False,-0.539641235,False,0.989877485,2,3,3,2,3,4,3,3,1,4,26,5,1,1,5,1,5,5,1,5,1,50,50,-0.211996709,2.499231078,,extraverted,,0,False,-0.62446736,-0.439017838,False,1.330146613,0.609384675,-0.69962624,1.031482503
149,S2,72,Female,Some college (no degree),English,United Kingdom ,United Kingdom ,2,qIAT,R_20PrNcjOyv9u9zj,False,-0.780115131,False,0.333057149,2,4,3,4,3,3,2,4,3,4,26,5,1,1,5,1,5,5,1,5,1,50,50,-0.211996709,2.499231078,,extrovert,,0,False,-0.91165447,-0.633657901,False,0.669738952,-0.11477492,-0.97179451,0.28809348
150,S2,31,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,1,IAT,R_20Vat19JsI6M6rs,False,0.316347138,False,-0.190509451,4,2,2,4,2,4,4,3,2,3,36,1,1,5,1,5,1,1,5,1,5,14,14,0.917681535,-1.567610603,,introverted,,0,False,-0.023158102,0.305036492,False,-0.322414002,-0.245402147,1.258829214,0.419675903
151,S2,54,Male,Bachelor's degree,English,United Kingdom ,United Kingdom ,0,qIAT,R_20VAx7XdqV9PlAu,False,2.107407419,False,1.172804539,3,2,2,4,3,4,3,3,2,2,34,3,2,2,4,3,4,3,3,2,2,34,34,0.691745886,0.691745886,,,,0,False,1.963026583,2.321358797,False,1.26763973,1.069587253,2.296302484,1.238519277
152,S2,27,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,0,IAT,R_21dHhggJrhhKJAE,False,0.483957186,False,0.273229325,4,1,1,5,2,4,4,3,3,2,41,4,1,1,5,2,4,4,3,3,2,41,41,1.482520658,1.482520658,,,,0,False,0.434969804,0.308005838,False,-0.036637251,0.67930552,1.53632492,1.187443231
153,S2,35,Male,Bachelor's degree,English,United Kingdom ,United Kingdom ,1,qIAT,R_21z7ZcnTCdcu76N,False,-0.004051277,False,-0.567583096,3,2,2,3,4,2,2,5,1,4,24,1,5,5,1,5,1,1,5,1,5,10,10,-0.437932358,-2.019481901,,Introverted,,0,False,0.262789694,-0.198709456,False,-0.712496728,-0.406998397,-0.093445716,-0.731250828
154,S2,35,Male,Bachelor's degree,English,United Kingdom ,United Kingdom ,1,IAT,R_22KW3ddMJjEZKXs,False,-0.763364216,False,-0.356949352,4,2,2,5,2,5,5,2,4,2,43,1,1,1,1,5,1,1,1,1,5,22,22,1.708456307,-0.663868007,*,introvert,,1,False,-0.654300399,-0.872819224,False,-0.523189507,-0.203036347,-0.52874419,0.144117496
155,S2,60,Male,Master's degree,English,United Kingdom ,United Kingdom ,0,IAT,R_22QCwfoUxotGG2l,True,-0.745957191,True,-0.88160576,2,4,2,2,4,4,2,4,4,3,27,2,4,2,2,4,4,2,2,2,3,27,27,-0.099028885,-0.099028885,,,,1,True,-0.814983364,-0.696004565,True,-0.829826469,-0.967478327,-0.499925067,-0.724505251
156,S2,41,Male,High school graduate,English,United Kingdom ,United Kingdom ,2,IAT,R_22WQMR0hQ8jkHAd,False,-0.03717189,False,-0.405838386,2,2,1,4,3,4,3,4,2,3,32,5,1,1,5,1,5,5,1,5,1,50,50,0.465810238,2.499231078,,extroverted,,0,False,0.099578535,-0.487158395,False,-0.372700177,-0.458530479,0.673542035,0.063176662
157,S2,39,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,2,qIAT,R_22xzEsBJtzJ0UT3,False,-1.657557229,False,0.804263326,2,4,2,3,3,3,3,4,2,4,26,5,1,1,5,1,5,5,1,5,1,50,50,-0.211996709,2.499231078,,extrovert,,0,False,-1.622037917,-1.797109048,False,0.906904276,0.699857035,-1.964883164,0.821404463
158,S2,29,Female,Associate's degree,English,United Kingdom ,United Kingdom ,1,IAT,R_2334n6uvbN4sl8J,False,-0.84631856,False,-0.521230388,4,4,3,5,3,5,5,3,2,3,35,1,1,5,1,5,1,1,5,1,5,14,14,0.804713711,-1.567610603,,introverted ,,0,False,-0.899419942,-0.753850955,False,-0.123163886,-0.948149291,-0.666083655,-0.127866687
159,S2,52,Male,Bachelor's degree,English,Switzerland ,United Kingdom ,1,IAT,R_237RCZez1vNw7gm,False,-0.73943796,False,-0.785042541,3,3,2,4,3,4,4,2,3,3,35,1,5,5,1,5,1,1,5,1,5,10,10,0.804713711,-2.019481901,,introverted,,0,False,-0.570006955,-0.920730108,False,-0.824325802,-0.753127179,-0.489131808,-0.564634891
160,S2,50,Male,Bachelor's degree,English,United Kingdom ,United Kingdom ,2,qIAT,R_23dkYum94GKsSyO,False,-0.729144326,False,-0.49471739,1,3,3,4,4,3,2,4,2,4,24,5,1,1,5,1,5,5,1,5,1,50,50,-0.437932358,2.499231078,,extraverted,,0,False,-0.750967992,-0.750907793,False,-0.367574418,-0.62987948,-0.914105771,-0.648781449
161,S2,33,Male,Master's degree,English,United Kingdom ,United Kingdom ,0,qIAT,R_23gxTPlcEa1ymKV,False,0.708070588,False,0.562446481,3,4,4,4,3,4,3,5,2,4,26,3,4,4,4,3,4,3,5,2,4,26,26,-0.211996709,-0.211996709,,,,0,False,0.792020164,0.677463275,False,0.666875174,0.445179395,0.712533557,0.547716244
162,S2,31,Female,High school graduate,English,United Kingdom ,United Kingdom ,2,qIAT,R_23Vr94nGWnc0d62,False,0.201978418,False,0.788965925,1,2,2,1,5,3,2,5,1,5,19,5,1,1,5,1,4,4,1,4,1,47,47,-1.002771481,2.160327604,,extraverted,,0,False,0.504426867,0.056856761,False,0.867937332,0.698134352,0.139738619,0.80409087
163,S2,32,Male,Some college (no degree),English,United Kingdom ,United Kingdom ,2,qIAT,R_2435ndtbK5Mfgv5,False,-0.154410945,False,0.470950875,2,4,4,2,4,3,1,5,1,4,18,5,1,1,5,1,5,5,1,5,1,50,50,-1.115739305,2.499231078,,extroverterd,,0,False,0.038366858,-0.298476911,False,0.32064944,0.633479469,-0.263622735,0.44416155
164,S2,19,Female,High school graduate,English,United Kingdom ,United Kingdom ,2,IAT,R_24CbS2UgydM27xf,False,-0.248589279,False,-0.183048665,3,4,4,3,4,2,1,4,3,5,21,4,2,1,5,2,5,5,2,4,1,45,45,-0.776835832,1.934391956,,extroverted,,0,False,-0.312494639,-0.177120811,False,-0.576980308,0.043989356,0.323518762,0.432028002
165,S2,51,Female,High school graduate,English,United Kingdom ,United Kingdom ,0,IAT,R_24hM2wNUWFEAsqa,False,-1.59446653,False,-0.834063198,2,4,4,2,4,3,2,5,1,4,19,2,4,4,2,4,2,1,5,1,2,19,19,-1.002771481,-1.002771481,,,,0,False,-1.655536415,-1.505868118,False,-1.182345253,-0.655362587,-1.904719711,-0.645793639
166,S2,52,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,0,IAT,R_24JhgHcAyRps7Cp,False,0.215052751,False,-0.021772658,3,2,2,2,2,4,2,3,3,2,33,2,2,2,2,3,4,3,3,3,2,32,32,0.578778062,0.465810238,,,,0,False,0.34322652,0.034721462,False,-0.213366795,0.203280664,1.091125918,0.699037051
167,S2,35,Female,High school graduate,English,United Kingdom ,United Kingdom ,2,qIAT,R_24oBMz9SpLSEywg,False,0.152625729,False,0.218658996,2,1,2,2,3,3,2,4,2,3,28,5,1,1,5,1,5,5,1,5,1,50,50,0.01393894,2.499231078,,extraverted,,0,False,0.148432782,0.153101727,False,0.176864503,0.260890848,0.083881263,0.158617691
168,S2,34,Female,Professional degree,English,United Kingdom ,United Kingdom ,1,qIAT,R_24uAsCgfb01KOfY,False,1.585504849,False,0.911250564,3,3,3,4,3,3,2,3,4,3,31,1,5,5,1,5,1,1,5,1,5,10,10,0.352842413,-2.019481901,,introverted,,0,False,1.452076044,1.705511609,False,0.900079061,0.962761388,1.705613341,0.942492581
169,S2,27,Male,Some college (no degree),English,United Kingdom ,United Kingdom ,2,qIAT,R_25FaoENoYzob5Oy,False,-0.898409514,False,0.423929223,2,3,3,4,3,3,3,3,3,4,29,3,3,3,4,3,3,3,4,3,4,29,29,0.126906764,0.126906764,,extrovert,,0,False,-0.969447077,-0.997373805,False,0.370182723,0.518202588,-1.10568005,0.390942461
170,S2,24,Female,Associate's degree,English,United Kingdom ,United Kingdom ,0,IAT,R_25GymPNfp1O4FrY,False,0.635845063,False,-0.281502517,3,4,4,4,3,2,1,4,3,4,24,3,4,4,3,4,3,1,4,4,4,24,24,-0.437932358,-0.437932358,,,,0,False,0.456781783,0.87860656,False,-0.513157666,-0.013457313,1.787790951,0.269027506
171,S2,59,Female,High school graduate,English,United Kingdom ,United Kingdom ,1,IAT,R_25MfjrG5Tvsehoc,False,-1.025830148,False,-0.349214166,2,4,4,2,4,2,1,5,1,5,16,1,1,5,1,5,1,1,5,1,5,14,14,-1.341674954,-1.567610603,,introverted,,0,False,-1.06357725,-0.786683824,False,-0.346541582,-0.425057042,-0.963283586,0.156923893
172,S2,44,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,2,IAT,R_25MIeyclP0wQitA,False,0.636444395,False,0.175949902,3,4,3,4,4,2,3,4,2,4,25,5,1,1,5,1,5,5,1,5,1,50,50,-0.324964534,2.499231078,,extroverted,,0,False,0.451735811,0.533890115,False,0.513965289,-0.101484961,1.788783207,1.026387123
173,S2,32,Male,Master's degree,English,United Kingdom ,United Kingdom ,2,qIAT,R_25nuer2lTU8na5r,False,0.01401744,False,0.449573881,4,2,2,3,2,2,2,4,3,4,30,5,1,1,5,1,5,5,1,5,1,50,50,0.239874589,2.499231078,,extraverted,,0,False,-0.049111585,0.103652865,False,0.341156675,0.598308483,-0.072995549,0.419967076
174,S2,41,Male,Some college (no degree),English,United Kingdom ,United Kingdom ,2,qIAT,R_262zKrvl5sfDxgB,False,0.009246238,False,1.198917505,3,2,2,1,3,4,2,5,2,3,27,5,1,1,1,1,5,5,1,5,1,46,46,-0.099028885,2.04735978,,Extroverted,,0,False,0.23449842,-0.163548038,False,1.291202956,1.210098403,-0.078395594,1.268073922
175,S2,34,Male,High school graduate,English,United Kingdom ,United Kingdom ,0,IAT,R_27B9FR2R9nU7WTr,False,-0.140815642,False,-0.51857073,4,2,3,4,2,4,4,2,4,3,38,4,2,2,4,2,4,4,2,4,3,39,39,1.143617184,1.256585009,,,,0,False,-0.126073839,-0.248243861,False,-0.379521887,-0.885377222,0.501949124,-0.123463349
176,S2,50,Male,Bachelor's degree,English,United Kingdom ,United Kingdom ,0,qIAT,R_27qXO5myaecjqz6,False,-1.50843629,False,-0.91686735,1,2,2,3,3,1,1,4,2,3,24,3,2,4,3,3,2,1,4,1,3,24,24,-0.437932358,-0.437932358,,,,0,False,-1.836022105,-1.163523665,False,-0.891155575,-0.942818637,-1.796108138,-1.126570623
177,S2,46,Female,High school graduate,English,United Kingdom ,United Kingdom ,0,IAT,R_27TdC1jdj93xRRE,False,0.820288694,False,0.84835469,2,2,2,3,3,4,2,3,3,3,31,3,2,2,3,3,4,2,3,3,3,32,32,0.352842413,0.465810238,,,,0,False,0.647018567,0.790121131,False,0.728715835,0.893225665,2.093156388,2.139622536
178,S2,29,Female,Professional degree,English,United Kingdom ,United Kingdom ,2,IAT,R_27Ti5u8UX6WQsrg,False,-0.507924661,False,1.208023971,2,4,3,3,3,4,2,4,2,5,24,5,1,1,5,1,5,5,1,5,1,50,50,-0.437932358,2.499231078,,extroverted,,0,False,-0.607450123,-0.399968997,False,1.558955877,1.113948494,-0.105837685,2.735092092
179,S2,43,Male,Bachelor's degree,English,United Kingdom ,United Kingdom ,1,IAT,R_27vbTtHSXHkc8po,False,-0.85839832,False,-0.613982905,2,4,3,3,4,4,3,3,3,4,27,1,5,5,1,5,1,1,5,1,5,10,10,-0.099028885,-2.019481901,,introverted,,0,False,-0.982265848,-0.771573803,False,-0.646608798,-0.63065518,-0.686082942,-0.281428036
180,S2,68,Male,Bachelor's degree,English,United Kingdom ,United Kingdom ,2,qIAT,R_28H7PMmaF4yf5uN,False,-0.985548547,True,0.857292598,1,4,4,2,4,1,2,5,2,5,16,5,1,1,5,1,5,5,1,5,1,50,50,-1.341674954,2.499231078,,extroverted,,1,False,-0.915842106,-1.065062323,True,0.512719343,1.398267815,-1.204303977,0.881422975
181,S2,34,Male,Bachelor's degree,English,Switzerland ,United Kingdom ,0,qIAT,R_28HDch07rOGH8Wq,False,-0.254843375,False,-0.14322122,1,4,4,2,5,1,1,5,1,5,13,1,5,5,2,5,2,1,5,2,5,13,13,-1.680578427,-1.680578427,,,,0,False,-0.491446526,-0.114101092,False,-0.272858903,0.010078936,-0.377292123,-0.250958208
182,S2,46,Female,9th to 12th grade,English,United Kingdom ,United Kingdom ,1,qIAT,R_28J38NUhf745khI,True,-0.350582999,True,0.744220475,4,2,3,2,3,3,3,3,3,3,31,4,3,2,3,4,3,3,2,3,3,32,32,0.352842413,0.465810238,,introvert,,1,True,-0.346819832,-0.36089516,True,0.710803981,,-0.485650196,0.753447986
183,S2,35,Female,Some college (no degree),English,United Kingdom ,United Kingdom ,0,qIAT,R_29h8GJ3wkRNYKoz,False,-1.294284576,False,0.125133895,2,2,2,2,4,3,2,4,1,4,24,2,4,4,2,4,2,2,4,1,4,19,19,-0.437932358,-1.002771481,,,,0,False,-1.156318953,-1.413498762,False,0.239147928,0.016349448,-1.553731304,0.052766015
184,S2,52,Male,Bachelor's degree,English,United Kingdom ,United Kingdom ,0,IAT,R_2A0ux4rgsNU5Nfy,False,-0.938034463,False,-0.664170459,2,3,3,4,3,3,3,4,2,3,28,2,3,3,3,3,3,3,4,2,3,27,27,0.01393894,-0.099028885,,,,0,False,-0.900573784,-0.939802797,False,-0.569820171,-0.904976372,-0.817928783,-0.364518704
185,S2,34,Male,Bachelor's degree,English,United Kingdom ,United Kingdom ,2,IAT,R_2A0XHawrARprMQ1,False,-0.303705684,True,0.623342171,3,4,2,2,3,3,2,2,2,4,27,5,1,1,5,1,5,5,1,5,1,50,50,-0.099028885,2.499231078,,extraverted ,,1,False,-0.370081921,-0.376453745,True,0.539792175,0.692711154,0.232267875,1.767091125
186,S2,30,Male,Some college (no degree),English,United Kingdom ,United Kingdom ,2,IAT,R_2aDA1lTll7l9eBd,False,0.13395619,False,0.465224997,4,4,4,2,4,2,4,4,4,4,26,5,1,1,5,1,5,5,1,5,1,50,50,-0.211996709,2.499231078,, extroverted,,0,False,-0.13369771,0.056031877,False,0.482117467,0.355477412,0.956862205,1.505311851
187,S2,42,Female,Bachelor's degree,English,Argentina ,United Kingdom ,2,IAT,R_2ALL05qqeW6ZPy8,False,-0.822369717,False,-0.714777372,3,2,2,4,2,4,4,4,2,3,34,5,1,1,5,1,5,5,1,5,1,50,50,0.691745886,2.499231078,,Extrovert,,0,False,-0.709301146,-0.6052911,False,-0.610195556,-0.867809226,-0.626433877,-0.448303664
188,S2,31,Female,Master's degree,English,United Kingdom ,United Kingdom ,1,qIAT,R_2aP853ThasF993h,False,1.764801595,False,0.311864763,4,2,2,5,3,4,4,4,3,4,35,1,5,5,1,5,1,1,5,1,5,10,10,0.804713711,-2.019481901,,introverted,,0,False,1.826717198,1.907783318,False,0.519332623,0.118013092,1.908541335,0.264107945
189,S2,38,Male,Some college (no degree),English,United Kingdom ,United Kingdom ,2,qIAT,R_2AT2irG3pav8Qdl,False,0.42761356,False,-0.324950253,4,2,2,4,2,4,5,3,4,2,40,4,2,2,4,2,4,5,2,4,2,41,41,1.369552833,1.482520658,,extraverted,,0,False,0.192874846,0.656321751,False,-0.26869908,-0.433105804,0.395112392,-0.456639063
190,S2,37,Male,Bachelor's degree,English,United Kingdom ,United Kingdom ,2,IAT,R_2AYkfY5zgK6TnGG,False,-0.707924564,False,-0.511614799,1,5,4,3,5,2,1,5,2,4,16,5,1,1,5,1,5,5,1,5,1,50,50,-1.341674954,2.499231078,,extroverted,,0,False,-0.763228907,-0.649639528,False,-0.478221548,-0.52726161,-0.436958134,-0.111947089
191,S2,49,Female,Master's degree,English,United Kingdom ,United Kingdom ,0,qIAT,R_2B2spwtMxLQdBnE,False,0.799830598,False,0.752148307,4,2,1,4,2,4,3,3,3,2,38,4,2,1,4,2,4,3,3,3,2,38,38,1.143617184,1.143617184,,,,0,False,0.807768768,0.776659416,False,0.75599453,0.739204567,0.816387503,0.762420703
192,S2,56,Female,Associate's degree,English,United Kingdom ,United Kingdom ,0,IAT,R_2BeqpxHnV2lpU9d,False,-1.511771262,False,-0.841991346,1,4,4,3,5,3,2,5,1,4,18,1,4,4,3,4,2,2,5,1,5,17,17,-1.115739305,-1.228707129,,,,0,False,-1.306625674,-1.826667186,False,-0.880534917,-0.786257021,-1.767809174,-0.658919506
193,S2,60,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,2,qIAT,R_2BgS0w9slL0VwX3,False,-0.508430232,False,-0.455044118,1,2,4,3,4,3,1,4,2,4,22,5,1,1,5,1,4,5,1,5,1,49,49,-0.663868007,2.386263253,,Extravert,,0,False,-0.518851081,-0.49536602,False,-0.547106135,-0.359760938,-0.664301638,-0.603879253
194,S2,51,Female,9th to 12th grade,English,United Kingdom ,United Kingdom ,0,qIAT,R_2BhQiEY3N1vlLPZ,False,-0.657543127,False,-0.04039071,2,4,2,2,2,2,2,4,2,4,24,4,2,2,4,4,4,4,2,4,2,38,38,-0.437932358,1.143617184,,,,0,False,-1.308865687,-0.184714377,False,-0.861341149,0.441478608,-0.83306756,-0.134574674
195,S2,54,Female,Associate's degree,English,United Kingdom ,United Kingdom ,2,IAT,R_2Bl2mdAJ4z3Bo26,False,0.307405364,False,-0.368605071,2,2,1,5,2,5,2,4,3,2,36,5,1,1,5,1,5,5,1,5,1,50,50,0.917681535,2.499231078,,outgoing,,0,False,0.338784734,0.310358866,False,-0.655294478,-0.196449784,1.244025186,0.124820252
196,S2,53,Male,Some college (no degree),English,United Kingdom ,United Kingdom ,0,qIAT,R_2bVI0qKXjwRg7e6,False,0.259924122,False,-0.412102082,1,3,1,4,3,3,3,4,4,2,32,1,3,2,4,3,3,3,4,4,2,31,31,0.465810238,0.352842413,,,,0,False,0.215566306,0.297810267,False,-0.467347744,-0.354039122,0.205321546,-0.555277472
197,S2,38,Male,Bachelor's degree,English,United Kingdom ,United Kingdom ,1,qIAT,R_2cA97NEMOY8kAno,False,0.809693474,False,-0.10663304,1,2,2,4,4,3,2,4,2,5,25,1,5,5,1,5,1,1,5,1,5,10,10,-0.324964534,-2.019481901,,introverted,,0,False,0.555302479,1.250598336,False,0.209100588,-0.315071951,0.827550303,-0.20954772
198,S2,29,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,2,IAT,R_2cCIyBeUKFibied,False,-0.305083815,False,0.116822417,3,2,2,4,3,4,2,5,1,3,29,5,1,1,5,1,5,5,2,4,1,48,48,0.126906764,2.273295429,,extraverted,,0,False,-0.300838494,-0.364240608,False,0.174323113,0.080661713,0.229986237,0.928495479
199,S2,43,Male,Some college (no degree),English,United Kingdom ,United Kingdom ,2,qIAT,R_2cectp8NVqlTb5R,False,0.326442067,False,-0.461996827,2,4,4,5,4,2,2,5,1,5,20,5,1,1,5,1,5,5,1,5,1,50,50,-0.889803656,2.499231078,,extrovert,,0,False,0.447481718,0.194047946,False,-0.451405933,-0.461240023,0.280606533,-0.611748326
200,S2,32,Female,Some college (no degree),English,United Kingdom ,United Kingdom ,0,qIAT,R_2cireC6gAsq5NC9,False,2.086232425,False,0.986371761,5,1,1,4,1,5,5,1,5,1,49,5,1,1,5,1,5,5,1,5,1,50,50,2.386263253,2.499231078,,,,0,False,2.075629674,2.044504428,False,1.269643525,0.79439269,2.272336634,1.027514725
201,S2,47,Male,Some college (no degree),English,United Kingdom ,United Kingdom ,2,IAT,R_2Cj0WSozuTJCDmg,False,0.179709415,False,-0.499675669,1,4,2,2,4,3,1,1,2,4,24,5,1,1,5,1,5,5,1,5,1,50,50,-0.437932358,2.499231078,,extraverted,,0,False,0.09080589,0.298984188,False,-0.59547486,-0.453344305,1.032611384,-0.092180629
202,S2,29,Female,High school graduate,English,United Kingdom ,United Kingdom ,0,qIAT,R_2CKEQ82EMio25Fy,False,0.663655528,False,0.36064211,2,2,2,4,2,4,4,2,4,2,38,2,2,2,4,2,4,2,4,3,2,33,33,1.143617184,0.578778062,,,,0,False,0.802239217,0.537916478,False,0.93480612,0.00602217,0.662264608,0.319314129
203,S2,25,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,0,qIAT,R_2Cqsbr5J2Bj3ARj,False,-0.475171254,False,0.177641522,1,3,2,1,3,3,1,3,1,5,21,1,4,3,1,4,2,1,4,3,4,19,19,-0.776835832,-1.002771481,,,,0,False,-0.193400897,-0.888568285,False,0.01131281,0.342426471,-0.626659138,0.112194129
204,S2,62,Female,Master's degree,English,United Kingdom ,United Kingdom ,2,qIAT,R_2CTGgCpytqlN6ID,False,-0.76904162,False,0.016012146,3,3,2,3,3,4,3,3,3,4,31,4,2,1,5,2,5,5,1,5,1,47,47,0.352842413,2.160327604,,extraverted,,0,False,-0.867355601,-0.67875094,False,0.268420914,-0.470712468,-0.959261515,-0.070737942
205,S2,53,Male,Bachelor's degree,English,United Kingdom ,United Kingdom ,2,IAT,R_2CTWdA8n181tIUb,False,-0.118001187,False,-0.258155431,2,5,3,3,4,2,2,4,2,4,21,5,1,1,5,1,5,5,1,5,1,50,50,-0.776835832,2.499231078,,extraverted,,0,False,-0.017474162,-0.206013393,False,-0.089407825,-0.327143817,0.539720805,0.307681013
206,S2,37,Female,Master's degree,English,United Kingdom ,United Kingdom ,2,qIAT,R_2CwtNXoIlRbgb0T,True,-0.173752341,True,0.287995196,4,4,4,4,5,4,4,5,5,5,28,1,5,5,1,5,1,1,5,2,5,11,11,0.01393894,-1.906514076,*,much,*,1,True,-0.800756657,0.358145331,True,0.236652926,0.479298554,-0.285513321,0.237092377
207,S2,45,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,1,IAT,R_2CypEOWUPO9CK12,False,-0.561704877,False,-0.102492078,1,3,1,3,4,4,1,5,1,3,24,1,5,5,1,1,2,1,5,5,5,19,19,-0.437932358,-1.002771481,,introvert,,0,False,-0.768737399,-0.348241324,False,-0.29276749,0.175358829,-0.194876375,0.565397733
